trade_id,symbol,side,strategy_id,regime,order_type,entry_price,exit_price,qty,gross_pnl,fee_entry,fee_exit,slippage_cost,net_pnl,net_pnl_pct,r_multiple,entry_ts,exit_ts
b9978119,AIGENSYNUSDT,LONG,MeanReversion_PAPER_SPEED,MEAN_REVERTING,MARKET,0.03587,0.03582,5378.987451,-0.2689493725500077,0.077177711946948,0.07707013219792799,0.11568588310865698,-0.5388830998035408,-0.279294675216062,-0.11171803213441014,1779116280891,1779116489235
3c61fea3,FIDAUSDT,SHORT,MeanReversion_PAPER_SPEED,MEAN_REVERTING,MARKET,0.02368,0.02381,8143.433414,-1.0586463438200133,0.077134601297408,0.07755805983493601,0.11601949584925798,-1.3293585008016153,-0.6893707770270341,-0.27574903043033777,1779116690245,1779116712639
c9127ce7,AIGENSYNUSDT,SHORT,MeanReversion_PAPER_SPEED,MEAN_REVERTING,MARKET,0.03612,0.03626,5331.412834,-0.7463977967600065,0.077028252625632,0.077326811744336,0.11576629827747598,-1.0165191594074505,-0.527868217054267,-0.21114578638793813,1779117480991,1779117638173
0cfb869e,TONUSDT,LONG,MeanReversion_PAPER_SPEED,MEAN_REVERTING,MARKET,1.923,1.921,100.035012,-0.20007002400000018,0.0769469312304,0.0768669032208,0.11536037583839999,-0.46924423428960016,-0.24393135725429027,-0.09757220208966152,1779120059545,1779120243031
93a7ee35,BCHUSDT,LONG,MeanReversion_PAPER_SPEED,MEAN_REVERTING,MARKET,369.3,369.2,0.520643,-0.05206430000001183,0.07690938396000001,0.07688855824,0.11534845664999999,-0.32121069885001186,-0.16705930138099723,-0.06682422793750767,1779120478955,1779120829559
d55a7dea,AIGENSYNUSDT,SHORT,MeanReversion_PAPER_SPEED,MEAN_REVERTING,MARKET,0.03669,0.03654,2095.4945404,0.3143241810599945,0.030753477874910402,0.030627748202486402,0.0460359195580476,0.20690703542455008,0.2691169255927974,0.04305898514620621,1779121138975,1779121488402
d34746c6,TONUSDT,SHORT,MeanReversion_PAPER_SPEED,MEAN_REVERTING,MARKET,1.933,1.936,99.435715,-0.2983071449999892,0.076883694838,0.077003017696,0.1154150344005,-0.5676088919344893,-0.29530781169166537,-0.1181238849443289,1779121140294,1779121224202
191812aa,TONUSDT,LONG,MeanReversion_PAPER_SPEED,MEAN_REVERTING,MARKET,1.921,1.922,100.019311,0.10001931099998898,0.07685483857240001,0.0768948462968,0.11531226365189999,-0.169042637521111,-0.08798021863613274,-0.03519228827936691,1779121623451,1779122108088
777e974b,SPKUSDT,LONG,MeanReversion_PAPER_SPEED,MEAN_REVERTING,MARKET,0.02909,0.029284,6604.919091,1.281354303653998,0.076854838542876,0.0773673802643376,0.11566666410541018,1.0114654207413742,0.526429013406668,0.21057280691622066,1779121754206,1779122897965
c1dea9a7,LTCUSDT,LONG,MeanReversion_PAPER_SPEED,MEAN_REVERTING,MARKET,53.45,53.63,3.594707,0.647047259999999,0.07685483566000001,0.077113654564,0.115476367668,0.377602402107999,0.1965275958840032,0.07861148397135342,1779121799918,1779123557741
94fcc657,FIDAUSDT,SHORT,MeanReversion_PAPER_SPEED,MEAN_REVERTING,MARKET,0.0257,0.02524,7476.151609,3.439029740140015,0.07685483854052,0.07547922664446399,0.114250548888738,3.172445126066293,1.651136186770436,0.6604582433414442,1779121862678,1779122661239
24d13621,AIGENSYNUSDT,LONG,MeanReversion_PAPER_SPEED,MEAN_REVERTING,MARKET,0.03637,0.03629,5282.845652,-0.42262765215998277,0.07685483854529601,0.076685787484432,0.11515546952229598,-0.6913237477120068,-0.35980753368159674,-0.14392383472373876,1779121921913,1779122174761
3f18b873,BTCUSDT,LONG,MeanReversion_PAPER_SPEED,MEAN_REVERTING,MARKET,76383.9,76410.82,0.002515,0.0677038000000322,0.0768422034,0.07686928492000002,0.11528361623999998,-0.20129130455996783,-0.10478164115734759,-0.04190600502976388,1779122100316,1779122607393
c7317e9f,AIGENSYNUSDT,SHORT,MeanReversion_PAPER_SPEED,MEAN_REVERTING,MARKET,0.03662,0.03667,5395.42833402,-0.26977141670100774,0.07903223423672497,0.07914014280340537,0.11862928278009773,-0.5465730765212358,-0.2766329874385621,-0.11342043505317198,1779122909345,1779122983154
8363fbd8,TONUSDT,SHORT,MeanReversion_PAPER_SPEED,MEAN_REVERTING,MARKET,1.931,1.934,101.06510151,-0.30319530452998905,0.07806268440632401,0.078183962528136,0.11718498520084498,-0.5766269366652941,-0.2954686690833709,-0.11972404888924985,1779123122002,1779123308145
57ae0951,SPKUSDT,SHORT,MeanReversion_PAPER_SPEED,MEAN_REVERTING,MARKET,0.029265,0.029298,6668.60452253,-0.22006394924350187,0.07806268454073619,0.07815071012043359,0.11716004599587733,-0.493437389900549,-0.25284161968222035,-0.10245154784804704,1779123241284,1779123290656
6e566116,AIGENSYNUSDT,SHORT,MeanReversion_PAPER_SPEED,MEAN_REVERTING,MARKET,0.03678,0.03683,5256.21965818,-0.2628109829090075,0.07732950361114417,0.07743462800430777,0.11607309871158894,-0.5336482132360484,-0.27603860793910123,-0.11085799435706685,1779123301669,1779123567942
f2f470e3,FIDAUSDT,LONG,MeanReversion_PAPER_SPEED,MEAN_REVERTING,MARKET,0.02473,0.02546,7817.37804344,5.706685971711211,0.07732950360570848,0.07961217799439296,0.11770626120007607,5.432038028911034,2.8098139911039284,1.1284303520941947,1779123301784,1779124623019
e509761b,BTCUSDT,SHORT,MeanReversion_PAPER_SPEED,MEAN_REVERTING,MARKET,76574.65,76668.76,0.002513,-0.23649843000000148,0.07697283818,0.077067437552,0.115530206799,-0.5060689125310015,-0.2629857100228347,-0.10520745759656594,1779124138811,1779124619473
5632a23b,ETHUSDT,SHORT,MeanReversion_PAPER_SPEED,MEAN_REVERTING,MARKET,2103.97,2105.94,0.09145,-0.18015650000002328,0.07696322259999999,0.07703528520000001,0.11549888085,-0.4496538886500233,-0.23369805653123643,-0.09347925006237232,1779124200104,1779124710208
4a3e8a8d,BCHUSDT,SHORT,MeanReversion_PAPER_SPEED,MEAN_REVERTING,MARKET,374.0,374.5,0.62383916,-0.31191958,0.093326338336,0.093451106168,0.14008308337799996,-0.6387801078819999,-0.273783422459893,-0.1321814567483342,1779126030122,1779126069164
6b9457f2,EDENUSDT,SHORT,MeanReversion_PAPER_SPEED,MEAN_REVERTING,MARKET,0.0495,0.0497,4472.28276415,-0.8944565528299946,0.08855119873017,0.088908981351302,0.133095135061104,-1.2050118679725705,-0.5443232323232298,-0.2495158545518223,1779126254219,1779126268147
3631978b,LTCUSDT,SHORT,MeanReversion_PAPER_SPEED,MEAN_REVERTING,MARKET,53.8,53.79,3.88018725,0.03880187249999228,0.08350162962,0.083486108871,0.12524080386824998,-0.2534266698592577,-0.12139962825279181,-0.05254217441570247,1779126359020,1779126840118
670b56f6,BCHUSDT,SHORT,MeanReversion_PAPER_SPEED,MEAN_REVERTING,MARKET,374.6,375.1,0.5572722,-0.2786361,0.083501666448,0.083613120888,0.125336090502,-0.571086977838,-0.2735691404164442,-0.11840171207223271,1779126599094,1779126689939
7e74f778,EDENUSDT,LONG,MeanReversion_PAPER_SPEED,MEAN_REVERTING,MARKET,0.049,0.0489,4095.34949571,-0.4095349495710117,0.08026885011591602,0.0801050361360876,0.12028041468900269,-0.690189250512018,-0.3439387755102099,-0.14321656094621885,1779127150303,1779127504154
599080d9,TONUSDT,LONG,MeanReversion_PAPER_SPEED,MEAN_REVERTING,MARKET,1.94,1.937,99.29411,-0.29788232999998926,0.07705222936,0.07693307642800001,0.115488979341,-0.5673566151289893,-0.294530927835046,-0.1178114986355308,1779127562593,1779127603735
9f24192e,ETHUSDT,LONG,MeanReversion_PAPER_SPEED,MEAN_REVERTING,MARKET,2103.89,2101.6,0.091505,-0.20954644999999666,0.07700658178,0.0769227632,0.11544700873499998,-0.4789228037149966,-0.24876980260374656,-0.09950815593820703,1779127860878,1779127982480
101ad7d7,ETHUSDT,LONG,MeanReversion_PAPER_SPEED,MEAN_REVERTING,MARKET,2081.32,2093.88,0.092452,1.161197119999995,0.07696887865600002,0.07743335750400002,0.11580167712000002,0.890993206719995,0.4630407625929671,0.18521841944080553,1779130802438,1779130931887
994879db,BCHUSDT,SHORT,MeanReversion_PAPER_SPEED,MEAN_REVERTING,MARKET,375.0,375.5,0.513599,-0.2567995,0.07703985,0.0771425698,0.11563681484999999,-0.52661873465,-0.27342666666666665,-0.10937045371754932,1779131829431,1779132038563
3cb6b22b,AIGENSYNUSDT,SHORT,MeanReversion_PAPER_SPEED,MEAN_REVERTING,MARKET,0.03791,0.03798,5080.440969,-0.35563086783000314,0.07703980685391601,0.07718205920104801,0.11566639954122299,-0.6255191334261901,-0.32477710366658036,-0.12991051576867915,1779131879191,1779131895003
0057c055,SPKUSDT,SHORT,MeanReversion_PAPER_SPEED,MEAN_REVERTING,MARKET,0.028977,0.029013,6646.634128,-0.2392788286080087,0.07703980685082239,0.0771355183822656,0.11563149392481598,-0.5090856477659127,-0.26432342892639443,-0.1057291064934398,1779131879581,1779131925673
15691430,TONUSDT,SHORT,MeanReversion_PAPER_SPEED,MEAN_REVERTING,MARKET,1.962,1.965,97.995552,-0.29398665600001117,0.0769069092096,0.07702450387200001,0.11544855981119999,-0.5633666288928112,-0.29301223241590796,-0.11720444980814512,1779133079636,1779133095879
81e0fe4a,BTCUSDT,SHORT,MeanReversion_PAPER_SPEED,MEAN_REVERTING,MARKET,76723.49,76806.82,0.002505,-0.20874165000000436,0.07687693698,0.07696043364,0.11537802796499999,-0.4779570485850043,-0.24868683241599374,-0.09949354661525102,1779133198818,1779133416488
fedef377,EDENUSDT,SHORT,MeanReversion_PAPER_SPEED,MEAN_REVERTING,MARKET,0.048,0.0481,4003.220814,-0.40032208139998365,0.0768618396288,0.07702196846136,0.11541285606761997,-0.6696187455577636,-0.3484791666666581,-0.13939065042106696,1779133330861,1779133426176
76511050,SPKUSDT,SHORT,MeanReversion_PAPER_SPEED,MEAN_REVERTING,MARKET,0.029098,0.029135,6603.704691,-0.24433707356701526,0.0768618396394872,0.07695957446891401,0.11536606058130089,-0.5135245482567173,-0.26724551515568873,-0.10689742672759994,1779133378801,1779133448342
b34e9927,ETHUSDT,SHORT,MeanReversion_PAPER_SPEED,MEAN_REVERTING,MARKET,2113.74,2116.04,0.090799,-0.20883770000001653,0.076770191304,0.07685372638400001,0.11521793826599998,-0.47767955595401645,-0.24888803731774872,-0.09955598173318948,1779133442600,1779133452612
1c470369,LTCUSDT,SHORT,MeanReversion_PAPER_SPEED,MEAN_REVERTING,MARKET,54.4,54.39,3.52439,0.035243899999992986,0.07669072639999999,0.07667662884000001,0.11502551642999999,-0.23314897167000698,-0.12160477941176835,-0.04864161138070746,1779135238683,1779135891332
7073f5de,TONUSDT,LONG,MeanReversion_PAPER_SPEED,MEAN_REVERTING,MARKET,1.969,1.981,97.349016,1.168188192000001,0.07667208500160001,0.07713936027840002,0.11535858396000001,0.899018162760001,0.46901980700863427,0.18760813079298852,1779136200442,1779136681933
b8fd8559,EDENUSDT,LONG,MeanReversion_PAPER_SPEED,MEAN_REVERTING,MARKET,0.0485,0.0483,3952.169347,-0.7904338693999953,0.0766720853318,0.07635591178404001,0.11477099783688001,-1.0582328643527152,-0.5520824742268016,-0.22083323546592556,1779136445724,1779136446710
c2721bcd,SPKUSDT,LONG,MeanReversion_PAPER_SPEED,MEAN_REVERTING,MARKET,0.029179,0.029146,6568.023934,-0.21674478982201167,0.0766593481480744,0.07657265023214559,0.11492399878516499,-0.48490078698739664,-0.2530158675760025,-0.10120654261717245,1779136800829,1779137309721
27a7552e,LTCUSDT,LONG,MeanReversion_PAPER_SPEED,MEAN_REVERTING,MARKET,54.26,54.2,3.532038,-0.21192227999998295,0.076659352752,0.07657458384,0.114925452444,-0.4800816690359829,-0.2505012900847681,-0.10020071569460322,1779136802458,1779136854655
e283a6b0,EDENUSDT,LONG,MeanReversion_PAPER_SPEED,MEAN_REVERTING,MARKET,0.0482,0.0481,3976.107269,-0.3976107269000114,0.07665934814632,0.07650030385555999,0.11486973900140997,-0.6656401179033014,-0.3473236514522881,-0.13892972906647633,1779136810471,1779136831358
5f0551c8,ETHUSDT,LONG,MeanReversion_PAPER_SPEED,MEAN_REVERTING,MARKET,2123.68,2121.37,0.090136,-0.20821415999999507,0.07656800819199999,0.076484722528,0.11478954803999997,-0.47605643875999504,-0.2486973084457143,-0.09947893402152232,1779136919056,1779137140220
c30cef8a,NEARUSDT,SHORT,MeanReversion_PAPER_SPEED,MEAN_REVERTING,MARKET,1.59,1.592,120.268579,-0.24053715800000022,0.076490816244,0.07658703110720001,0.1148083855134,-0.5084233908646002,-0.2658742138364781,-0.03544996450039047,1779138271628,1779138419730
95a34079,ETHUSDT,SHORT,MeanReversion_PAPER_SPEED,MEAN_REVERTING,MARKET,2124.1,2126.41,0.089979,-0.2078514899999951,0.07644975756,0.076532898156,0.11473699178699999,-0.47557113750299507,-0.24882806835836097,-0.033176912706705204,1779139018659,1779139274013
4eab54f6,BTCUSDT,SHORT,MeanReversion_PAPER_SPEED,MEAN_REVERTING,MARKET,76968.03,77023.8,0.002483,-0.1384769100000101,0.076444647396,0.07650003816,0.11470851416699998,-0.40613010972301006,-0.2125093769452123,-0.028332550349021237,1779139258658,1779139739310
201cff05,BTCUSDT,SHORT,MeanReversion_PAPER_SPEED,MEAN_REVERTING,MARKET,77136.0,77159.14,0.002475,-0.05727149999999857,0.07636464000000001,0.07638754860000001,0.11456414144999999,-0.3245878300499986,-0.17001996214478246,-0.06799502064436362,1779141959461,1779142439973
582ec9f3,AIGENSYNUSDT,LONG,MeanReversion_PAPER_SPEED,MEAN_REVERTING,MARKET,0.03672,0.03679,5200.136576,0.3640095603200032,0.07637960602828801,0.07652520985241601,0.114678611910528,0.09642613252877119,0.050498366013073566,0.020199453784018936,1779141838817,1779142474024
e5e13a42,NEARUSDT,SHORT,MeanReversion_PAPER_SPEED,MEAN_REVERTING,MARKET,1.611,1.613,118.487956,-0.2369759120000002,0.07635363884640001,0.0764484292112,0.11460155104319998,-0.5043795311008001,-0.2642333954065798,-0.1056934119362126,1779142442250,1779142729650
6251a0f0,LTCUSDT,SHORT,MeanReversion_PAPER_SPEED,MEAN_REVERTING,MARKET,54.47,54.53,3.504744,-0.21028464000000796,0.076361362272,0.07644547612800001,0.1146051288,-0.47769660720000795,-0.2502294841197031,-0.10009148204333235,1779142678908,1779142731673
46f99c13,UNIUSDT,SHORT,MeanReversion_PAPER_SPEED,MEAN_REVERTING,MARKET,3.539,3.546,53.887247,-0.3772107289999824,0.0762827868532,0.0764336711448,0.11453734349849998,-0.6444645304964824,-0.3379344447583971,-0.13517304580751358,1779145380914,1779145883880
