trade_id,symbol,side,strategy_id,regime,order_type,entry_price,exit_price,qty,gross_pnl,fee_entry,fee_exit,slippage_cost,net_pnl,net_pnl_pct,r_multiple,entry_ts,exit_ts
02f46c15,NEARUSDT,SHORT,MR_BB_RSI_v1,MEAN_REVERTING,LIMIT,2.7028106,2.706,29.216609,-0.0931834527446035,0.015793392100251078,0.0158120287908,0.0,-0.12478887363565458,-0.1580266896984983,-0.03161453020765469,1779761879563,1779761882322
4a9a2992,NILUSDT,SHORT,ALPHA_PBE_v1,TRENDING,LIMIT,0.08184,0.0785,577.8242919,1.9299331349459976,0.0094578280098192,0.009071841382830001,0.0,1.9114034655533485,4.041950146627561,0.4843287636015073,1779762059982,1779762522185
cc5316e0,ONDOUSDT,LONG,ALPHA_PBE_v1,TRENDING,LIMIT,0.4151,0.4147,114.5864427,-0.04583457708000131,0.009512966472954002,0.009503799557538002,0.0,-0.06485134311049331,-0.13634304986750456,-0.016392746166804,1779763203548,1779763324765
eb68d8f3,NILUSDT,SHORT,ALPHA_TCB_v1,TRENDING,LIMIT,0.0766,0.07635,613.6881666,0.15342204165000015,0.009401702712312,0.009371018303982001,0.0,0.13464932063370616,0.286436031331593,0.034035873874195835,1779763259509,1779763870676
b80953a6,NILUSDT,SHORT,ALPHA_PBE_v1,TRENDING,LIMIT,0.076833043,0.07742,618.1141914,-0.3628064514415692,0.009498318849349286,0.0095708801396376,0.0,-0.3818756504305561,-0.8040910322919256,-0.0965209914140522,1779764279973,1779764495339
9ef703df,TONUSDT,LONG,ALPHA_TCB_v1,TRENDING,LIMIT,1.89943,1.9,17.48321421,0.00996543209969929,0.006641628313380061,0.0066436213998,0.0,-0.0033198176134807706,-0.009996999099732059,-0.0008395037586245469,1779764642944,1779765249514
d4a87e29,SAGAUSDT,SHORT,TF_EMA_RSI_v1,TRENDING,LIMIT,0.02195,0.02195,2159.9653392,0.0,0.009482247839088001,0.009482247839088001,0.0,-0.018964495678176003,-0.04,-0.004795674719478064,1779764699757,1779764719770
239bc1a1,NEARUSDT,LONG,TF_EMA_RSI_v1,TRENDING,LIMIT,2.729,2.724,17.4012108,-0.08700605399999815,0.009497580854640001,0.009480179643840002,0.0,-0.10598381449847816,-0.22318065225356887,-0.02680149061766087,1779765783647,1779765922282
1f002543,NILUSDT,LONG,ALPHA_PBE_v1,TRENDING,LIMIT,0.07817,0.07779,607.7461563,-0.23094353939400325,0.009501503407594201,0.009455314699715401,0.0,-0.24990035750131284,-0.5260227708839776,-0.06320350982607371,1779765959601,1779766220732
6516d4b2,SAGAUSDT,SHORT,TF_EMA_RSI_v1,TRENDING,LIMIT,0.02185,0.02186,2168.4982821,-0.021684982820999114,0.009476337492777001,0.009480674489341201,0.0,-0.040641994803117316,-0.08577574370709196,-0.010278963758091331,1779766020884,1779766055630
4d0a0c37,TONUSDT,LONG,ALPHA_PBE_v1,TRENDING,LIMIT,1.901,1.904,24.9627948,0.0748883843999973,0.009490854582960001,0.00950583225984,0.0,0.0558916975571973,0.11778011572855822,0.01414120472553317,1779766320056,1779767233908
67c7e224,ONDOUSDT,SHORT,MR_BB_RSI_v1,MEAN_REVERTING,LIMIT,0.4172,0.4176,189.474712,-0.07578988480000218,0.01580976996928,0.015824927946240002,0.0,-0.10742458271552219,-0.13589645254075058,-0.027179582713167238,1779766499610,1779766504934
eff4bd81,ONDOUSDT,SHORT,ALPHA_PBE_v1,TRENDING,LIMIT,0.4149,0.4164,114.3270597,-0.17149058955000016,0.009486859413906002,0.009521157531816,0.0,-0.19049860649572214,-0.40160520607375294,-0.04820430843283538,1779767159662,1779767567197
b21f1175,SAGAUSDT,SHORT,ALPHA_TCB_v1,TRENDING,LIMIT,0.02160648,0.02166,2195.6582361,-0.11751162879606734,0.009488089153025986,0.009511591478785199,0.0,-0.13651130942787854,-0.2877530074310942,-0.0345405873761142,1779767459860,1779767521076
daca0242,TONUSDT,LONG,ALPHA_PBE_v1,MEAN_REVERTING,LIMIT,1.906,1.908,41.519178,0.08303835600000006,0.0158271106536,0.0158437183248,0.0,0.051367527021600065,0.06491080797481646,0.013002791297709168,1779767585081,1779767871338
99edb379,NILUSDT,LONG,MR_BB_RSI_v1,MEAN_REVERTING,LIMIT,0.07694,0.07684,1027.184029,-0.1027184028999887,0.015806307838252,0.015785764157672,0.0,-0.1343104748959127,-0.16994541200934365,-0.033998348283992584,1779767654796,1779767655627
09a34f77,NILUSDT,LONG,TF_EMA_RSI_v1,TRENDING,LIMIT,0.07755,0.07732,612.1077057,-0.1407847723109964,0.009493790515407,0.0094656335609448,0.0,-0.15974419638734821,-0.3365235332043767,-0.04044054489439463,1779768240226,1779768320175
46667e42,TONUSDT,SHORT,ALPHA_TCB_v1,TRENDING,LIMIT,1.8915673,1.884,17.54687172,0.13278244236675696,0.006638217752569351,0.006611661264095999,0.0,0.1195325633500916,0.36013450539137865,0.030260642350849753,1779768241778,1779769252403
3d1f5616,ONDOUSDT,LONG,ALPHA_PBE_v1,TRENDING,LIMIT,0.4165,0.4157,114.1701663,-0.09133613303999628,0.00951037485279,0.009492107626182002,0.0,-0.11033861551896829,-0.23203841536613865,-0.027938777889491374,1779768424444,1779768645441
1beb0d5d,NILUSDT,SHORT,TF_EMA_RSI_v1,TRENDING,LIMIT,0.07696,0.07705,614.3577825,-0.055292200424995615,0.009456194988240001,0.009467253428324999,0.0,-0.07421564884156062,-0.15696725571724646,-0.018794481574544324,1779768659947,1779768695665
adca388b,NEARUSDT,SHORT,MR_BB_RSI_v1,MEAN_REVERTING,LIMIT,2.7638289,2.76,28.584953,0.10944892654170703,0.01580078384130834,0.015778894055999998,0.0,0.07786924864439869,0.09856377940039075,0.0197187259165355,1779769382870,1779769420943
14763b30,SAGAUSDT,SHORT,MR_BB_RSI_v1,MEAN_REVERTING,LIMIT,0.02174,0.02182,3626.630466,-0.29013043728000076,0.015768589266168,0.015826615353624,0.0,-0.32172564189979275,-0.4080588776448952,-0.0814619035549179,1779769499777,1779769507458
3621907c,TONUSDT,LONG,ALPHA_TCB_v1,TRENDING,LIMIT,1.899,1.903,17.46258675,0.06985034700000006,0.00663229044765,0.00664626051705,0.0,0.05657179603530006,0.17059505002632983,0.014329954920538037,1779769740535,1779770267636
994df35f,NILUSDT,LONG,ALPHA_TCB_v1,TRENDING,LIMIT,0.07931,0.07901,597.589527,-0.17927685810000513,0.009478965077274,0.009443109705654,0.0,-0.19819893288293314,-0.4181868616820182,-0.0502010923945526,1779770399867,1779770466693
